sample_id,description,serotype,genotype,country,year,host,genome_length,is_complete,location,lineage,data_source
LC436673.1,"Dengue virus type 2 B17-1556 RNA, nearly complete genome",DENV-2,,,7-11,Homo sapiens,10671.0,True,,,legacy
LC436672.1,"Dengue virus type 2 B17-1489 RNA, nearly complete genome",DENV-2,,,7-10,Homo sapiens,10671.0,True,,,legacy
LC436671.1,"Dengue virus type 2 B17-1482 RNA, nearly complete genome",DENV-2,,,7-10,Homo sapiens,10671.0,True,,,legacy
LC436670.1,"Dengue virus type 2 B17-1431 RNA, nearly complete genome",DENV-2,,,7-10,Homo sapiens,10671.0,True,,,legacy
LC436669.1,"Dengue virus type 2 B17-1357 RNA, nearly complete genome",DENV-2,,,7-10,Homo sapiens,10671.0,True,,,legacy
LC436668.1,"Dengue virus type I B17-1547 RNA, nearly complete genome",DENV-1,,,7-11,Homo sapiens,10673.0,True,,,legacy
LC436667.1,"Dengue virus type I B17-1387 RNA, nearly complete genome",DENV-1,,,7-10,Homo sapiens,10673.0,True,,,legacy
OL314747.1,"Dengue virus 4 isolate JBB-055, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314746.1,"Dengue virus 4 isolate JBB-051, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314745.1,"Dengue virus 4 isolate JBB-050, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314744.1,"Dengue virus 4 isolate JBB-049, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314743.1,"Dengue virus 4 isolate JBB-045, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314742.1,"Dengue virus 4 isolate JBB-044, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314741.1,"Dengue virus 4 isolate JBB-042, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314740.1,"Dengue virus 4 isolate JBB-037, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314739.1,"Dengue virus 4 isolate JBB-024, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314738.1,"Dengue virus 4 isolate JBB-023, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314737.1,"Dengue virus 4 isolate JBB-008, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314736.1,"Dengue virus 4 isolate JBB-007, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OL314735.1,"Dengue virus 4 isolate JBB-004, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
MW396468.1,"Dengue virus type 3 isolate IN043, complete genome",DENV-3,,,7-07,Homo sapiens,10707.0,True,,,legacy
MW396465.1,"Dengue virus type 3 isolate IN003, complete genome",DENV-3,,,7-04,Homo sapiens,10707.0,True,,,legacy
OM202935.1,"UNVERIFIED: Dengue virus strain FDAARGOS_1655 clone Contig1, partial genome",,,,,,10314.0,False,,,legacy
OM202934.1,"UNVERIFIED: Dengue virus strain FDAARGOS_1655 clone Contig2, partial genome",,,,,,10460.0,False,,,legacy
OP411002.1,"Dengue virus type 4 isolate SG(EHI)D4/30932Y19, complete genome",DENV-4,,,2019,Homo sapiens,10653.0,True,,,legacy
OP411001.1,"Dengue virus type 4 isolate SG(EHI)D4/04645Y16, complete genome",DENV-4,,,2016,Homo sapiens,10653.0,True,,,legacy
OP411000.1,"Dengue virus type 4 isolate SG(EHI)D4/42224Y17, complete genome",DENV-4,,,2017,Homo sapiens,10648.0,True,,,legacy
OP410999.1,"Dengue virus type 4 isolate SG(EHI)D4/16693AUG09, complete genome",DENV-4,,,2009,Homo sapiens,10653.0,True,,,legacy
OP410998.1,"Dengue virus type 3 isolate SG(EHI)D3/09568Y18, complete genome",DENV-3,,,2018,Homo sapiens,10700.0,True,,,legacy
OP410997.1,"Dengue virus type 3 isolate SG(EHI)D3/04530Y19, complete genome",DENV-3,,,2019,Homo sapiens,10708.0,True,,,legacy
OP410995.1,"Dengue virus type 3 isolate SG(EHI)D3/44965Y14, complete genome",DENV-3,,,2014,Homo sapiens,10706.0,True,,,legacy
OP410994.1,"Dengue virus type 3 isolate SG(EHI)D3/05416Y13, complete genome",DENV-3,,,2013,Homo sapiens,10708.0,True,,,legacy
OP410993.1,"Dengue virus type 3 isolate SG(EHI)D3/1392Y08, complete genome",DENV-3,,,2008,Homo sapiens,10708.0,True,,,legacy
OP410992.1,"Dengue virus type 2 isolate SG(EHI)D2/43089Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
OP410991.1,"Dengue virus type 2 isolate SG(EHI)D2/44766Y17, complete genome",DENV-2,,,2017,Homo sapiens,10718.0,True,,,legacy
OP410990.1,"Dengue virus type 2 isolate SG(EHI)D2/41002Y19, complete genome",DENV-2,,,2019,Homo sapiens,10723.0,True,,,legacy
OP410989.1,"Dengue virus type 2 isolate SG(EHI)D2/0866Y07, complete genome",DENV-2,,,2007,Homo sapiens,10723.0,True,,,legacy
LC707382.1,"Dengue virus type I SYMAV-H0983 RNA, complete genome",DENV-1,,,6-30,Homo sapiens,10670.0,True,,,legacy
MZ215848.1,"Dengue virus 4 isolate DKE-121, complete genome",DENV-4,,,2007,Homo sapiens,10677.0,True,,,legacy
ON398847.1,"Dengue virus 2 isolate PUO-218, complete genome",DENV-2,,,1980,Homo sapiens,10723.0,True,,,legacy
MW721472.1,"Dengue virus 2 isolate GZ8H/2019116/2014/II, complete genome",DENV-2,,,4-10,Homo sapiens,10722.0,True,,,legacy
ON109597.1,"Dengue virus 1 isolate ICIDR92, complete genome",DENV-1,,,2021,Homo sapiens,10735.0,True,,,legacy
OM681318.1,"Dengue virus 2 isolate MCL-21-H-11408, complete genome",DENV-2,,,2021,Homo sapiens,10722.0,True,,,legacy
OM639982.1,"Dengue virus 2 isolate MCL-21-H-11025, complete genome",DENV-2,,,2021,Homo sapiens,10723.0,True,,,legacy
LC652828.1,"Dengue virus 1 Th15-DV1-TM014 genomic RNA, complete genome",DENV-1,,,5-11,Homo sapiens,10735.0,True,,,legacy
LC652827.1,"Dengue virus 1 Th15-DV1-TM002 genomic RNA, complete genome",DENV-1,,,5-11,Homo sapiens,10735.0,True,,,legacy
OL452067.1,"Dengue virus type 1 isolate DENV1-5_RIO_H_36589, complete genome",DENV-1,,,1988,Homo sapiens,10705.0,True,,,legacy
OK605771.1,"Dengue virus type 4 isolate DENV4-5_K_0036/94, complete genome",DENV-4,,,1994,Homo sapiens,10650.0,True,,,legacy
OK605770.1,"Dengue virus type 4 isolate DENV4-4_FSE_2098, complete genome",DENV-4,,,2006,Homo sapiens,10649.0,True,,,legacy
OK605769.1,"Dengue virus type 4 isolate DENV4-3_DAK_H_38550, complete genome",DENV-4,,,1983,Homo sapiens,10651.0,True,,,legacy
OK605768.1,"Dengue virus type 4 isolate DENV4-2_BE_H_403714, complete genome",DENV-4,,,1982,Homo sapiens,10649.0,True,,,legacy
OK605767.1,"Dengue virus type 4 isolate DENV4-1_1229, complete genome",DENV-4,,,1976,Homo sapiens,10648.0,True,,,legacy
OK605766.1,"Dengue virus type 3 isolate DENV3-5_S_162, complete genome",DENV-3,,,1993,Homo sapiens,10707.0,True,,,legacy
OK605765.1,"Dengue virus type 3 isolate DENV3-4_OBT_1477, complete genome",DENV-3,,,2001,Homo sapiens,10707.0,True,,,legacy
OK605764.1,"Dengue virus type 3 isolate DENV3-3_K_0077-94, complete genome",DENV-3,,,1994,Homo sapiens,10707.0,True,,,legacy
OK605763.1,"Dengue virus type 3 isolate DENV3-2_JKT_85-934, complete genome",DENV-3,,,1985,Homo sapiens,10707.0,True,,,legacy
OK605762.1,"Dengue virus type 3 isolate DENV3-1_FPA0099, complete genome",DENV-3,,,2007,Homo sapiens,10707.0,True,,,legacy
OK605761.1,"Dengue virus type 2 isolate DENV2-5_SP194589, complete genome",DENV-2,,,2000,Homo sapiens,10723.0,True,,,legacy
OK605760.1,"Dengue virus type 2 isolate DENV2-4_PH_H023-88, complete genome",DENV-2,,,1988,Homo sapiens,10722.0,True,,,legacy
OK605759.1,"Dengue virus type 2 isolate DENV2-3_K_0006-94, complete genome",DENV-2,,,1994,Homo sapiens,10724.0,True,,,legacy
OK605758.1,"Dengue virus type 2 isolate DENV2-2_INS_378816, complete genome",DENV-2,,,1998,Homo sapiens,10723.0,True,,,legacy
OK605757.1,"Dengue virus type 2 isolate DENV2-1_DAK_HD_76395, complete genome",DENV-2,,,1990,Homo sapiens,10724.0,True,,,legacy
OK605756.1,"Dengue virus type 1 isolate DENV1-4_FSE_2133, complete genome",DENV-1,,,2007,Homo sapiens,10735.0,True,,,legacy
OK605755.1,"Dengue virus type 1 isolate DENV1-3_C_0268-96, complete genome",DENV-1,,,1996,Homo sapiens,10735.0,True,,,legacy
OK605754.1,"Dengue virus type 1 isolate DENV1-2_BE_H_584526, complete genome",DENV-1,,,1997,Homo sapiens,10735.0,True,,,legacy
OK605753.1,"Dengue virus type 1 isolate DENV1-1_AUS_H_T1_9, complete genome",DENV-1,,,1983,Homo sapiens,10735.0,True,,,legacy
LC666718.1,"Dengue virus 2 F227/LEKMA/GH/2017 RNA, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
OK448162.1,"Dengue virus type 1 isolate 10735, complete genome",DENV-1,,,2019,field Aedes albopictus,10738.0,True,,,legacy
OK605599.1,"Dengue virus 4 isolate DKE-121, complete genome",DENV-4,,,2007,African green monkey,10677.0,True,,,legacy
OK562728.1,"Dengue virus type 1 isolate guangzhou2019-3, complete genome",DENV-1,,,2019,Homo sapiens,10739.0,True,,,legacy
MW315195.1,"Dengue virus type 1 isolate New Caledonia-2017-AVS-NC-100.1, complete genome",DENV-1,,,2017,Homo sapiens,10734.0,True,,,legacy
MW315194.1,"Dengue virus type 1 isolate New Caledonia-2017-AVS-NC-094, complete genome",DENV-1,,,2017,Homo sapiens,10745.0,True,,,legacy
MW315191.1,"Dengue virus type 1 isolate New Caledonia-2017-AVS-NC-084, complete genome",DENV-1,,,2017,Homo sapiens,10735.0,True,,,legacy
MW315189.1,"Dengue virus type 1 isolate New Caledonia-2017-AVS-NC-079, complete genome",DENV-1,,,2017,Homo sapiens,10735.0,True,,,legacy
MW315188.1,"Dengue virus type 1 isolate New Caledonia-2017-AVS-NC-075, complete genome",DENV-1,,,2017,Homo sapiens,10735.0,True,,,legacy
MW315185.1,"Dengue virus type 1 isolate New Caledonia-2017-AVS-NC-069.1, complete genome",DENV-1,,,2017,Homo sapiens,10735.0,True,,,legacy
MW315183.1,"Dengue virus type 1 isolate New Caledonia-2017-AVS-NC-060, complete genome",DENV-1,,,2017,Homo sapiens,10735.0,True,,,legacy
MW315182.1,"Dengue virus type 1 isolate New Caledonia-2017-AVS-NC-056, complete genome",DENV-1,,,2017,Homo sapiens,10734.0,True,,,legacy
MW315181.1,"Dengue virus type 1 isolate New Caledonia-2016-AVS-NC-047.1, complete genome",DENV-1,,,2016,Homo sapiens,10745.0,True,,,legacy
MW315178.1,"Dengue virus type 1 isolate New Caledonia-2016-116145055, complete genome",DENV-1,,,2016,Homo sapiens,10734.0,True,,,legacy
MW315177.1,"Dengue virus type 1 isolate New Caledonia-2016-116110359, complete genome",DENV-1,,,2016,Homo sapiens,10735.0,True,,,legacy
MW315176.1,"Dengue virus type 1 isolate New Caledonia-2016-116075276, complete genome",DENV-1,,,2016,Homo sapiens,10735.0,True,,,legacy
MW315175.1,"Dengue virus type 1 isolate New Caledonia-2016-116032391-174, complete genome",DENV-1,,,2016,Homo sapiens,10741.0,True,,,legacy
MW315172.1,"Dengue virus type 1 isolate New Caledonia-2013-113011343-565, complete genome",DENV-1,,,2013,Homo sapiens,10735.0,True,,,legacy
MW577834.1,"Dengue virus type 2 isolate 188, complete genome",DENV-2,,,2011,Homo sapiens,10723.0,True,,,legacy
MW577833.1,"Dengue virus type 2 isolate 187, complete genome",DENV-2,,,2011,Homo sapiens,10723.0,True,,,legacy
MW577832.1,"Dengue virus type 2 isolate 186, complete genome",DENV-2,,,2010,Homo sapiens,10723.0,True,,,legacy
MW577831.1,"Dengue virus type 2 isolate 185, complete genome",DENV-2,,,2010,Homo sapiens,10725.0,True,,,legacy
MW577830.1,"Dengue virus type 2 isolate 184, complete genome",DENV-2,,,2019,Homo sapiens,10724.0,True,,,legacy
MW577825.1,"Dengue virus type 2 isolate 179, complete genome",DENV-2,,,2019,Homo sapiens,10724.0,True,,,legacy
MW577824.1,"Dengue virus type 2 isolate 178, complete genome",DENV-2,,,2019,Homo sapiens,10724.0,True,,,legacy
MW577823.1,"Dengue virus type 2 isolate 177, complete genome",DENV-2,,,2019,Homo sapiens,10724.0,True,,,legacy
MW577822.1,"Dengue virus type 2 isolate 175, complete genome",DENV-2,,,2019,Homo sapiens,10725.0,True,,,legacy
MW577821.1,"Dengue virus type 2 isolate 174, complete genome",DENV-2,,,2019,Homo sapiens,10724.0,True,,,legacy
MW577819.1,"Dengue virus type 2 isolate 172, complete genome",DENV-2,,,2019,Homo sapiens,10724.0,True,,,legacy
MW577818.1,"Dengue virus type 2 isolate 171, complete genome",DENV-2,,,2019,Homo sapiens,10724.0,True,,,legacy
MW577817.1,"Dengue virus type 2 isolate 170, complete genome",DENV-2,,,2019,Homo sapiens,10725.0,True,,,legacy
MW577816.1,"Dengue virus type 2 isolate 169, complete genome",DENV-2,,,2019,Homo sapiens,10724.0,True,,,legacy
MW577815.1,"Dengue virus type 2 isolate 168, complete genome",DENV-2,,,2019,Homo sapiens,10725.0,True,,,legacy
MW577813.1,"Dengue virus type 2 isolate 166, complete genome",DENV-2,,,2019,Homo sapiens,10725.0,True,,,legacy
MW512498.1,"Dengue virus type 2 isolate SG(EHI)D2/3725Y19, complete genome",DENV-2,,,2019,Homo sapiens,10721.0,True,,,legacy
MW512497.1,"Dengue virus type 2 isolate SG(EHI)D2/7344Y19, complete genome",DENV-2,,,2019,Homo sapiens,10721.0,True,,,legacy
MW512496.1,"Dengue virus type 2 isolate SG(EHI)D2/4238Y19, complete genome",DENV-2,,,2019,Homo sapiens,10721.0,True,,,legacy
MW512494.1,"Dengue virus type 2 isolate SG(EHI)D2/7537Y19, complete genome",DENV-2,,,2019,Homo sapiens,10723.0,True,,,legacy
MW512493.1,"Dengue virus type 2 isolate SG(EHI)D2/1897Y19, complete genome",DENV-2,,,2019,Homo sapiens,10723.0,True,,,legacy
MW512492.1,"Dengue virus type 2 isolate SG(EHI)D2/2038Y19, complete genome",DENV-2,,,2019,Homo sapiens,10723.0,True,,,legacy
MW512491.1,"Dengue virus type 2 isolate SG(EHI)D2/4143Y19, complete genome",DENV-2,,,2019,Homo sapiens,10723.0,True,,,legacy
MW512490.1,"Dengue virus type 2 isolate SG(EHI)D2/6437Y19, complete genome",DENV-2,,,2019,Homo sapiens,10723.0,True,,,legacy
MW512489.1,"Dengue virus type 2 isolate SG(EHI)D2/33136Y18, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
MW512488.1,"Dengue virus type 2 isolate SG(EHI)D2/50047Y18, complete genome",DENV-2,,,2018,Homo sapiens,10721.0,True,,,legacy
MW512487.1,"Dengue virus type 2 isolate SG(EHI)D2/52478Y18, complete genome",DENV-2,,,2018,Homo sapiens,10721.0,True,,,legacy
MW512486.1,"Dengue virus type 2 isolate SG(EHI)D2/44357Y18, complete genome",DENV-2,,,2018,Homo sapiens,10721.0,True,,,legacy
MW512485.1,"Dengue virus type 2 isolate SG(EHI)D2/42870Y18, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
MW512483.1,"Dengue virus type 2 isolate SG(EHI)D2/35295Y18, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
MW512482.1,"Dengue virus type 2 isolate SG(EHI)D2/23307Y18, complete genome",DENV-2,,,2018,Homo sapiens,10713.0,True,,,legacy
MW512479.1,"Dengue virus type 2 isolate SG(EHI)D2/30533Y18, complete genome",DENV-2,,,2018,Homo sapiens,10723.0,True,,,legacy
MW512477.1,"Dengue virus type 2 isolate SG(EHI)D2/23127Y17, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
MW512476.1,"Dengue virus type 2 isolate SG(EHI)D2/26393Y17, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
MW512475.1,"Dengue virus type 2 isolate SG(EHI)D2/34054Y17, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
MW512474.1,"Dengue virus type 2 isolate SG(EHI)D2/6407Y17, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
MW512473.1,"Dengue virus type 2 isolate SG(EHI)D2/28876Y17, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
MW512472.1,"Dengue virus type 2 isolate SG(EHI)D2/32479Y17, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
MW512471.1,"Dengue virus type 2 isolate SG(EHI)D2/19665Y17, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
MW512470.1,"Dengue virus type 2 isolate SG(EHI)D2/38114Y17, complete genome",DENV-2,,,2017,Homo sapiens,10718.0,True,,,legacy
MW512469.1,"Dengue virus type 2 isolate SG(EHI)D2/44766Y17, complete genome",DENV-2,,,2017,Homo sapiens,10718.0,True,,,legacy
MW512468.1,"Dengue virus type 2 isolate SG(EHI)D2/36248Y17, complete genome",DENV-2,,,2017,Homo sapiens,10723.0,True,,,legacy
MW512465.1,"Dengue virus type 2 isolate SG(EHI)D2/26254Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
MW512462.1,"Dengue virus type 2 isolate SG(EHI)D2/2204Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
MW512461.1,"Dengue virus type 2 isolate SG(EHI)D2/35114Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
MW512458.1,"Dengue virus type 2 isolate SG(EHI)D2/9637Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
MW512457.1,"Dengue virus type 2 isolate SG(EHI)D2/15033Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
MW512456.1,"Dengue virus type 2 isolate SG(EHI)D2/4869Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
MW512454.1,"Dengue virus type 2 isolate SG(EHI)D2/33808Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
MW512450.1,"Dengue virus type 2 isolate SG(EHI)D2/29864Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
MW512449.1,"Dengue virus type 2 isolate SG(EHI)D2/45975Y16, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
MW512448.1,"Dengue virus type 2 isolate SG(EHI)D2/6406Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512447.1,"Dengue virus type 2 isolate SG(EHI)D2/25169Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512446.1,"Dengue virus type 2 isolate SG(EHI)D2/46338Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512445.1,"Dengue virus type 2 isolate SG(EHI)D2/52797Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512444.1,"Dengue virus type 2 isolate SG(EHI)D2/52507Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512443.1,"Dengue virus type 2 isolate SG(EHI)D2/38380Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512441.1,"Dengue virus type 2 isolate SG(EHI)D2/47064Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512440.1,"Dengue virus type 2 isolate SG(EHI)D2/42530Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512439.1,"Dengue virus type 2 isolate SG(EHI)D2/52595Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512438.1,"Dengue virus type 2 isolate SG(EHI)D2/9849Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512437.1,"Dengue virus type 2 isolate SG(EHI)D2/1488Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512436.1,"Dengue virus type 2 isolate SG(EHI)D2/6218Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512435.1,"Dengue virus type 2 isolate SG(EHI)D2/23941Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
MW512434.1,"Dengue virus type 2 isolate SG(EHI)D2/47803Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512433.1,"Dengue virus type 2 isolate SG(EHI)D2/5916Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512432.1,"Dengue virus type 2 isolate SG(EHI)D2/31789Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512430.1,"Dengue virus type 2 isolate SG(EHI)D2/16081Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512427.1,"Dengue virus type 2 isolate SG(EHI)D2/1954Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512426.1,"Dengue virus type 2 isolate SG(EHI)D2/44236Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512425.1,"Dengue virus type 2 isolate SG(EHI)D2/23779Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512423.1,"Dengue virus type 2 isolate SG(EHI)D2/26722Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512422.1,"Dengue virus type 2 isolate SG(EHI)D2/19386Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512421.1,"Dengue virus type 2 isolate SG(EHI)D2/38972Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512420.1,"Dengue virus type 2 isolate SG(EHI)D2/39061Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512418.1,"Dengue virus type 2 isolate SG(EHI)D2/47001Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512417.1,"Dengue virus type 2 isolate SG(EHI)D2/47312Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512415.1,"Dengue virus type 2 isolate SG(EHI)D2/3278Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512414.1,"Dengue virus type 2 isolate SG(EHI)D2/47654Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512413.1,"Dengue virus type 2 isolate SG(EHI)D2/33428Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512412.1,"Dengue virus type 2 isolate SG(EHI)D2/17554Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512411.1,"Dengue virus type 2 isolate SG(EHI)D2/38070Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512410.1,"Dengue virus type 2 isolate SG(EHI)D2/53583Y14, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MW512408.1,"Dengue virus type 2 isolate SG(EHI)D2/19439Y13, complete genome",DENV-2,,,2013,Homo sapiens,10723.0,True,,,legacy
MW512407.1,"Dengue virus type 2 isolate SG(EHI)D2/27898Y13, complete genome",DENV-2,,,2013,Homo sapiens,10723.0,True,,,legacy
MW512406.1,"Dengue virus type 2 isolate SG(EHI)D2/19089Y13, complete genome",DENV-2,,,2013,Homo sapiens,10723.0,True,,,legacy
